id,filepath_gambar,jenis,warna_dominan_1,warna_dominan_2,warna_dominan_3,warna_dominan_4,warna_dominan_5,warna_index,teori_warna,warna_kombinasi,rd,gd,bd,rk,gk,bk,hueDiff,satDiff,valDiff,deltaE,contrast,label_kecocokan,probabilitas,rekomendasi_warna
1776,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_sharp,#B2353F,63,171,54,178,53,63,0.333846154,0.018036665,0.02745098,109.0303034,2.040805472,1.0,0.999345418094408,#B2353F
1777,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_soft,#FFE2F6,204,230,212,255,226,246,0.499557913,0.000682012,0.098039216,28.12686915,1.102571503,0.0,6.011905125571108e-06,
1778,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_sharp,#E645B4,204,230,212,230,69,180,0.499522217,0.586956522,0.0,94.63355815,2.69568487,1.0,0.9999999016823903,#E645B4
1779,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_soft,#EBE2FF,204,230,212,235,226,255,0.33377542,0.000682012,0.098039216,27.76381898,1.06428554,0.0,8.611367922605818e-07,
1780,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_sharp,#7645E6,204,230,212,118,69,230,0.33277592,0.586956522,0.0,114.8556076,4.207247443,1.0,0.999997688265424,#7645E6
1781,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_soft,#FFEBE2,204,230,212,255,235,226,0.332891247,0.000682012,0.098039216,18.08422035,1.151332519,0.0,2.665161682651276e-06,
1782,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_sharp,#E67645,204,230,212,230,118,69,0.333890747,0.586956522,0.0,70.8614757,2.248949627,1.0,0.9999686374689636,#E67645
1783,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_soft,#D799FF,134,231,73,215,153,255,0.498986514,0.283982684,0.094117647,143.812229,1.369096691,1.0,0.9901535265963396,
1784,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_sharp,#A845E7,134,231,73,168,69,231,0.499531177,0.017316017,0.0,180.3636087,2.899334919,1.0,0.9999993776231534,#A845E7
1785,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_soft,#99C0FF,134,231,73,153,192,255,0.333953835,0.283982684,0.094117647,115.3186338,1.194202059,0.0,0.02936695356345556,
1786,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_sharp,#4583E7,134,231,73,69,131,231,0.333893317,0.017316017,0.0,141.6515294,2.395033404,1.0,0.9999965791011858,#4583E7
1787,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_soft,#FF99C0,134,231,73,255,153,192,0.332712832,0.283982684,0.094117647,119.4177857,1.281049353,1.0,0.9927281398098404,
1788,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_sharp,#E74583,134,231,73,231,69,131,0.33277335,0.017316017,0.0,139.1859022,2.427970722,1.0,0.9999969339415584,#E74583
1789,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_soft,#B48BE8,133,194,56,180,139,232,0.499805205,0.310478137,0.149019608,125.8230245,1.252878033,0.0,0.0009015606562410909,
1790,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_sharp,#7437C2,133,194,56,116,55,194,0.499469989,0.005154639,0.0,158.3646751,3.184765131,1.0,0.9999962383291503,#7437C2
1791,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_soft,#8BBFE8,133,194,56,139,191,232,0.333138538,0.310478137,0.149019608,92.14103455,1.096634159,0.0,4.959138615057147e-06,
1792,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_sharp,#3785C2,133,194,56,55,133,194,0.332803323,0.005154639,0.0,106.8988065,1.84483965,1.0,0.9923615568150858,#3785C2
1793,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_soft,#E88BBF,133,194,56,232,139,191,0.333528128,0.310478137,0.149019608,109.6299982,1.10078293,0.0,5.3324033378383546e-05,
1794,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_sharp,#C23785,133,194,56,194,55,133,0.333863344,0.005154639,0.0,127.2852153,2.338131352,1.0,0.9999964989020609,#C23785
1795,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_soft,#FFFCFF,245,247,245,255,252,255,0.5,0.00366754,0.031372549,3.823125958,1.057155999,0.0,1.979432589531915e-06,
1796,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,complementary_sharp,#F74AF7,245,247,245,247,74,247,0.5,0.692307692,0.0,105.4035019,2.680250293,1.0,0.9999998579335014,#F74AF7
1797,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_soft,#FCFCFF,245,247,245,252,252,255,0.333333333,0.00366754,0.031372549,3.324662969,1.051367288,0.0,5.394061075314079e-07,
1798,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic1_sharp,#4A4AF7,245,247,245,74,74,247,0.333333333,0.692307692,0.0,115.7034294,5.397511248,1.0,0.9999998453505426,#4A4AF7
1799,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_soft,#FFFCFC,245,247,245,255,252,252,0.333333333,0.00366754,0.031372549,2.964692673,1.055190124,0.0,8.628964239618963e-07,
1800,dataset_0/vector/vector(60).jpeg,vector,#3fab36,#cce6d4,#86e749,#85c238,#f5f7f5,60,triadic2_sharp,#F74A4A,245,247,245,247,74,74,0.333333333,0.692307692,0.0,86.18056539,3.232982979,1.0,0.9999996165812015,#F74A4A
1801,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_soft,#FDFDFF,253,253,252,253,253,255,0.5,0.003890568,0.007843137,1.52614659,1.001858494,0.0,1.590203761967683e-06,
1802,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_sharp,#4B4BFD,253,253,252,75,75,253,0.5,0.699604743,0.0,117.9772108,5.540400869,1.0,0.9999994115354335,#4B4BFD
1803,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_soft,#FDFFFF,253,253,252,253,255,255,0.333333333,0.003890568,0.007843137,1.028434593,1.014163868,0.0,8.136403698157713e-07,
1804,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_sharp,#4BFDFD,253,253,252,75,253,253,0.333333333,0.699604743,0.0,45.93777378,1.230482076,0.0,3.107929564027635e-06,#4BFDFD
1805,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_soft,#FFFDFF,253,253,252,255,253,255,0.333333333,0.003890568,0.007843137,1.698698966,1.005516384,0.0,7.856603397107115e-07,
1806,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_sharp,#FD4BFD,253,253,252,253,75,253,0.333333333,0.699604743,0.0,106.9617875,2.714300835,1.0,0.9999991575265011,#FD4BFD
1807,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_soft,#99A9FF,241,207,26,153,169,255,0.499787202,0.492116183,0.054901961,127.6911986,1.444026688,1.0,0.9962349391091738,#99A9FF
1808,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_sharp,#193BF1,241,207,26,25,59,241,0.499877979,0.004149378,0.0,188.8902868,4.657731239,1.0,0.9999994931782479,#193BF1
1809,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_soft,#99FFEE,241,207,26,153,255,238,0.331912145,0.492116183,0.054901961,88.35986557,1.307953834,1.0,0.9695826286095426,
1810,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_sharp,#19F1CE,241,207,26,25,241,206,0.33268375,0.004149378,0.0,93.13383605,1.061000534,0.0,2.284771887202932e-05,
1811,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_soft,#EE99FF,241,207,26,238,153,255,0.334754522,0.492116183,0.054901961,130.0818757,1.286226107,0.0,0.0008578874588227173,
1812,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_sharp,#CE19F1,241,207,26,206,25,241,0.333982917,0.004149378,0.0,176.2149698,2.717782326,1.0,0.9999977039000266,#CE19F1
1813,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_soft,#3F4D49,39,32,34,63,77,73,0.5,0.002331002,0.149019608,21.04153775,1.800276917,0.0,1.3989685834265822e-06,
1814,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_sharp,#35B28E,39,32,34,53,178,142,0.499619048,0.522760012,0.545098039,70.45040406,6.01087513,1.0,0.9999908675800003,#35B28E
1815,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_soft,#434D3F,39,32,34,67,77,63,0.333333333,0.002331002,0.149019608,22.50535875,1.802461196,0.0,1.1115363404023967e-06,
1816,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_sharp,#59B235,39,32,34,89,178,53,0.332952381,0.522760012,0.545098039,91.27038455,5.960875592,1.0,0.9999937665950995,#59B235
1817,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_soft,#3F434D,39,32,34,63,67,77,0.333333333,0.002331002,0.149019608,16.87039975,1.612026154,0.0,9.557968789181089e-07,
1818,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_sharp,#3559B2,39,32,34,53,89,178,0.333714286,0.522760012,0.545098039,59.30538637,2.449294324,0.0,0.970218258873406,#3559B2
1819,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_soft,#99A9FF,235,213,97,153,169,255,0.499573743,0.187234043,0.078431373,106.4229414,1.501295735,1.0,0.9871641091211953,#99A9FF
1820,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_sharp,#4660EB,235,213,97,70,96,235,0.499692578,0.114893617,0.0,143.7341222,3.44109953,1.0,0.9999997026520082,#4660EB
1821,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_soft,#99FFEE,235,213,97,153,255,238,0.332125604,0.187234043,0.078431373,66.65899138,1.258060087,0.0,0.1434511360311507,
1822,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_sharp,#46EBD0,235,213,97,70,235,208,0.332630654,0.114893617,0.0,71.52856511,1.011966439,0.0,8.111144345083626e-05,
1823,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_soft,#EE99FF,235,213,97,238,153,255,0.334541063,0.187234043,0.078431373,111.3185684,1.337236898,0.0,0.0139507841087839,
1824,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_sharp,#D046EB,235,213,97,208,70,235,0.334036012,0.114893617,0.0,144.4108691,2.470224161,1.0,0.9999980613333163,#D046EB
1825,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_soft,#E0F0FF,223,209,196,224,240,255,0.499601752,0.000492394,0.125490196,20.2462355,1.286207159,0.0,5.2489225774502775e-06,
1826,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,complementary_sharp,#4293DF,223,209,196,66,147,223,0.499567508,0.582959641,0.0,59.67292546,2.172087772,1.0,0.9999933070990416,#4293DF
1827,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_soft,#E0FFEE,223,209,196,224,255,238,0.328355237,0.000492394,0.125490196,20.64284295,1.402221913,0.0,5.514479197256878e-06,
1828,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic1_sharp,#42DF8E,223,209,196,66,223,142,0.333765825,0.582959641,0.0,64.67919719,1.154185474,0.0,0.0001555110791751772,#42DF8E
1829,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_soft,#EEE0FF,223,209,196,238,224,255,0.33831143,0.000492394,0.125490196,23.7144337,1.191165217,0.0,4.5189551754784855e-06,
1830,dataset_0/vector/vector(61).jpeg,vector,#fdfdfc,#f1cf1a,#272022,#ebd561,#dfd1c4,61,triadic2_sharp,#8E42DF,223,209,196,142,66,223,0.332900841,0.582959641,0.0,103.0813215,3.518132062,1.0,0.9999971373450065,#8E42DF
1831,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_soft,#FFFFFF,254,254,254,255,255,255,0.0,0.0,0.003921569,0.345077769,1.008546619,0.0,7.390865577032466e-07,
1832,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_sharp,#4CFEFE,254,254,254,76,254,254,0.5,0.700787402,0.0,46.02610969,1.230968112,0.0,6.474991721386557e-06,#4CFEFE
1833,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_soft,#FFFFFF,254,254,254,255,255,255,0.0,0.0,0.003921569,0.345077769,1.008546619,0.0,7.390865577032466e-07,
1834,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_sharp,#4CFE4C,254,254,254,76,254,76,0.333333333,0.700787402,0.0,103.2029218,1.335740818,0.0,2.484753559432442e-05,#4CFE4C
1835,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_soft,#FFFFFF,254,254,254,255,255,255,0.0,0.0,0.003921569,0.345077769,1.008546619,0.0,7.390865577032466e-07,
1836,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_sharp,#4C4CFE,254,254,254,76,76,254,0.333333333,0.700787402,0.0,117.4689268,5.519826095,1.0,0.9999991510281019,#4C4CFE
1837,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_soft,#99E9FF,240,87,45,153,233,255,0.499949723,0.4125,0.058823529,109.0974638,2.5308649,1.0,0.999998929540643,#99E9FF
1838,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_sharp,#2CC5F0,240,87,45,44,197,240,0.49933281,0.004166667,0.0,119.1003905,1.695294954,1.0,0.9889290162112482,
1839,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_soft,#99FFAE,240,87,45,153,255,174,0.331749623,0.4125,0.058823529,111.5111155,2.828206326,1.0,0.9999990224490024,#99FFAE
1840,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_sharp,#2CF056,240,87,45,44,240,86,0.333150183,0.004166667,0.0,134.9207166,2.244514527,1.0,0.9999094256292549,#2CF056
1841,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_soft,#AE99FF,240,87,45,174,153,255,0.334917044,0.4125,0.058823529,106.0050992,1.441189879,0.0,0.0022863857456613752,
1842,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_sharp,#562CF0,240,87,45,86,44,240,0.333516484,0.004166667,0.0,145.3556109,2.025809709,0.0,0.34160827373520886,
1843,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_soft,#B7E9FF,249,200,179,183,233,255,0.499074074,0.001228443,0.023529412,41.98598261,1.155834738,0.0,1.2057519299319544e-05,
1844,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_sharp,#4AC4F9,249,200,179,74,196,249,0.49952381,0.421686747,0.0,62.50429518,1.320750872,0.0,0.008029463263853787,#4AC4F9
1845,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_soft,#B7FFCC,249,200,179,183,255,204,0.331944444,0.001228443,0.023529412,47.67735608,1.304778284,0.0,0.0018128714761160801,#B7FFCC
1846,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_sharp,#4AF97E,249,200,179,74,249,126,0.332857143,0.421686747,0.0,88.71566988,1.086231688,0.0,1.0547769259166079e-05,
1847,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_soft,#CCB7FF,249,200,179,204,183,255,0.334722222,0.001228443,0.023529412,50.77915482,1.182923072,0.0,9.181897977266408e-05,
1848,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_sharp,#7E4AF9,249,200,179,126,74,249,0.333809524,0.421686747,0.0,113.5225915,3.292110069,1.0,0.9999988406488577,#7E4AF9
1849,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_soft,#99E7FF,222,125,96,153,231,255,0.499144102,0.167567568,0.129411765,77.79170598,2.112687849,1.0,0.9999631747640848,#99E7FF
1850,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_sharp,#42BADE,222,125,96,66,186,222,0.49989825,0.135135135,0.0,82.72668437,1.291571548,0.0,3.9168206333018476e-05,
1851,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_soft,#99FFB0,222,125,96,153,255,176,0.332555244,0.167567568,0.129411765,86.10387418,2.39799237,1.0,0.9999968182436411,#99FFB0
1852,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_sharp,#42DE66,222,125,96,66,222,102,0.333435083,0.135135135,0.0,101.9186642,1.647000021,1.0,0.9860401188574124,#42DE66
1853,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_soft,#B099FF,222,125,96,176,153,255,0.334111422,0.167567568,0.129411765,80.35550485,1.22727273,0.0,5.239678465366756e-05,
1854,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_sharp,#6642DE,222,125,96,102,66,222,0.333231583,0.135135135,0.0,110.2120673,2.120686405,0.0,0.6482182201141661,
1855,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_soft,#9AEAFF,234,161,142,154,234,255,0.499766825,0.002916038,0.082352941,60.68787418,1.560737278,1.0,0.9736928045993082,
1856,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,complementary_sharp,#46C8EA,234,161,142,70,200,234,0.499867444,0.307692308,0.0,68.85117759,1.072413907,0.0,5.119099995790349e-05,
1857,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_soft,#9AFFAF,234,161,142,154,255,175,0.333566509,0.002916038,0.082352941,73.72592652,1.731949479,1.0,0.999809785356992,#9AFFAF
1858,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic1_sharp,#46EA68,234,161,142,70,234,104,0.333465889,0.307692308,0.0,97.81004927,1.324661978,1.0,0.9807172874487267,#46EA68
1859,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_soft,#AF9AFF,234,161,142,175,154,255,0.333100158,0.002916038,0.082352941,68.66454593,1.123522898,0.0,0.00019151114725992016,
1860,dataset_0/vector/vector(62).jpeg,vector,#fefefe,#f0572d,#f9c8b3,#de7d60,#eaa18e,62,triadic2_sharp,#6846EA,234,161,142,104,70,234,0.333200778,0.307692308,0.0,107.5460187,2.734092544,1.0,0.9999825606528917,#6846EA
1861,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,complementary_soft,#36393C,22,21,20,54,57,60,0.5,0.009090909,0.149019608,17.24803563,1.569589081,0.0,1.993019464437532e-07,
1862,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,complementary_sharp,#3574B2,22,21,20,53,116,178,0.499333333,0.6113381,0.611764706,56.78186118,3.727720662,1.0,0.9998431813822117,#3574B2
1863,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic1_soft,#363C39,22,21,20,54,60,57,0.333333333,0.009090909,0.149019608,18.16523452,1.61728861,0.0,1.661081216486576e-07,
1864,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic1_sharp,#35B274,22,21,20,53,178,116,0.334,0.6113381,0.611764706,78.65371392,6.749323534,1.0,0.9999912450614985,#35B274
1865,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic2_soft,#39363C,22,21,20,57,54,60,0.333333333,0.009090909,0.149019608,16.9554309,1.534445849,0.0,1.8282963864948884e-07,
1866,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic2_sharp,#7435B2,22,21,20,116,53,178,0.332666667,0.6113381,0.611764706,81.67773808,2.513901332,1.0,0.9946085787000787,#7435B2
1867,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,complementary_soft,#556980,90,76,60,85,105,128,0.499741602,0.002604167,0.149019608,29.19034145,1.467619516,0.0,0.00021088511767813618,
1868,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,complementary_sharp,#356FB2,90,76,60,53,111,178,0.499555556,0.368913858,0.345098039,54.34875576,1.605529911,0.0,0.0008570432747804771,#356FB2
1869,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic1_soft,#55806C,90,76,60,85,128,108,0.333591731,0.002604167,0.149019608,28.71737418,1.851191321,0.0,0.00026208005641503983,#55806C
1870,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic1_sharp,#35B278,90,76,60,53,178,120,0.333777778,0.368913858,0.345098039,60.38090067,3.074780656,1.0,0.9999937034936894,#35B278
1871,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic2_soft,#6C5580,90,76,60,108,85,128,0.333074935,0.002604167,0.149019608,36.39681903,1.282179414,0.0,4.1565940057063834e-05,
1872,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic2_sharp,#7835B2,90,76,60,120,53,178,0.332888889,0.368913858,0.345098039,82.53243741,1.164565241,0.0,0.00022974826390730472,
1873,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,complementary_soft,#40526B,69,50,23,64,82,107,0.499073138,0.264797508,0.149019608,39.12913633,1.53179494,0.0,2.597968461238277e-05,
1874,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,complementary_sharp,#3569B2,69,50,23,53,105,178,0.499507246,0.035580524,0.42745098,67.88680935,2.215819893,1.0,0.9885972995887093,#3569B2
1875,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic1_soft,#406B59,69,50,23,64,107,89,0.332406471,0.264797508,0.149019608,34.56921665,2.012789723,0.0,0.0002133525454623016,
1876,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic1_sharp,#35B27E,69,50,23,53,178,126,0.33284058,0.035580524,0.42745098,66.843248,4.542609436,1.0,0.9999060807465516,#35B27E
1877,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic2_soft,#59406B,69,50,23,89,64,107,0.334260195,0.264797508,0.149019608,44.77640155,1.376835125,0.0,2.5552318817125022e-05,
1878,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,triadic2_sharp,#7E35B2,69,50,23,126,53,178,0.333826087,0.035580524,0.42745098,89.44774159,1.7652989,0.0,0.004811589822694319,#7E35B2
1879,dataset_0/vector/vector(63).jpeg,vector,#161514,#5a4c3c,#453217,#604114,#a56a3d,63,complementary_soft,#506686,96,65,20,80,102,134,0.499918778,0.388681592,0.149019608,53.95978296,1.584167681,0.0,0.0004430354848460911,
